folio,nro,upm,ms02_0216,ms01_0101_1a,ms01_0101_1b,ms01_0101_1c,ms02_0217,ms02_0218,ms02_0219_1,ms02_0219_2,ms02_0220,ms02_0221,ms02_0222,ms02_0223,ms02_0224,ms02_0224_1,ms02_0225,ms02_0225_cod,estrato,departamento,area,ponderadorm,b3,v008,ms02_0223_o
313-002847-A-0191,2.0,313-002847-A,1.0,16.0,9.0,2023.0,1. UNICO,2. MUJER,8.0,2001.0,1. SI,22.0,2. NO,0.0,,,,,313,3. Cochabamba,1. Urbana,0.664355182297713,1220.0,1485.0,0.0
313-002847-A-0191,2.0,313-002847-A,2.0,16.0,9.0,2023.0,1. UNICO,2. MUJER,2.0,2006.0,1. SI,17.0,1. SI,3.0,,,,,313,3. Cochabamba,1. Urbana,0.664355182297713,1274.0,1485.0,3.0
313-002847-A-0191,2.0,313-002847-A,3.0,16.0,9.0,2023.0,1. UNICO,2. MUJER,10.0,2019.0,1. SI,3.0,1. SI,4.0,,,,,313,3. Cochabamba,1. Urbana,0.664355182297713,1438.0,1485.0,4.0
313-002847-A-0191,2.0,313-002847-A,4.0,16.0,9.0,2023.0,1. UNICO,2. MUJER,10.0,2022.0,1. SI,0.0,1. SI,5.0,,,,,313,3. Cochabamba,1. Urbana,0.664355182297713,1474.0,1485.0,5.0
313-002834-A-0391,2.0,313-002834-A,1.0,20.0,9.0,2023.0,1. UNICO,1. HOMBRE,8.0,2015.0,1. SI,8.0,1. SI,3.0,,,,,313,3. Cochabamba,1. Urbana,0.7569622683149697,1388.0,1485.0,3.0
313-002834-A-0391,2.0,313-002834-A,2.0,20.0,9.0,2023.0,1. UNICO,2. MUJER,2.0,2023.0,1. SI,0.0,1. SI,4.0,,,,,313,3. Cochabamba,1. Urbana,0.7569622683149697,1478.0,1485.0,4.0
313-002791-A-0081,1.0,313-002791-A,1.0,14.0,10.0,2023.0,1. UNICO,2. MUJER,10.0,2008.0,1. SI,15.0,1. SI,2.0,,,,,313,3. Cochabamba,1. Urbana,0.9300972552167981,1306.0,1486.0,2.0
313-002791-A-0081,1.0,313-002791-A,2.0,14.0,10.0,2023.0,1. UNICO,2. MUJER,9.0,2012.0,1. SI,11.0,1. SI,3.0,,,,,313,3. Cochabamba,1. Urbana,0.9300972552167981,1353.0,1486.0,3.0
313-002791-A-0031,2.0,313-002791-A,1.0,22.0,9.0,2023.0,1. UNICO,2. MUJER,4.0,2001.0,1. SI,22.0,1. SI,3.0,,,,,313,3. Cochabamba,1. Urbana,0.9300972552167981,1216.0,1485.0,3.0
313-002791-A-0031,2.0,313-002791-A,2.0,22.0,9.0,2023.0,1. UNICO,2. MUJER,5.0,2007.0,1. SI,16.0,1. SI,4.0,,,,,313,3. Cochabamba,1. Urbana,0.9300972552167981,1289.0,1485.0,4.0
313-002791-A-0011,2.0,313-002791-A,1.0,23.0,9.0,2023.0,1. UNICO,1. HOMBRE,6.0,2015.0,1. SI,8.0,2. NO,0.0,,,,,313,3. Cochabamba,1. Urbana,0.9300972552167981,1386.0,1485.0,0.0
313-002791-A-0011,2.0,313-002791-A,2.0,23.0,9.0,2023.0,1. UNICO,1. HOMBRE,6.0,2018.0,1. SI,5.0,1. SI,3.0,,,,,313,3. Cochabamba,1. Urbana,0.9300972552167981,1422.0,1485.0,3.0
313-002791-A-0011,2.0,313-002791-A,3.0,23.0,9.0,2023.0,1. UNICO,1. HOMBRE,5.0,2020.0,1. SI,3.0,1. SI,4.0,,,,,313,3. Cochabamba,1. Urbana,0.9300972552167981,1445.0,1485.0,4.0
313-002791-A-0011,2.0,313-002791-A,4.0,23.0,9.0,2023.0,1. UNICO,1. HOMBRE,4.0,2022.0,1. SI,1.0,1. SI,5.0,,,,,313,3. Cochabamba,1. Urbana,0.9300972552167981,1468.0,1485.0,5.0
313-002714-A-0301,2.0,313-002714-A,1.0,26.0,9.0,2023.0,1. UNICO,2. MUJER,4.0,2006.0,1. SI,17.0,1. SI,3.0,,,,,313,3. Cochabamba,1. Urbana,0.769253368976299,1276.0,1485.0,3.0
313-002714-A-0301,2.0,313-002714-A,2.0,26.0,9.0,2023.0,1. UNICO,2. MUJER,6.0,2011.0,1. SI,12.0,1. SI,4.0,,,,,313,3. Cochabamba,1. Urbana,0.769253368976299,1338.0,1485.0,4.0
313-002714-A-0281,2.0,313-002714-A,1.0,25.0,9.0,2023.0,1. UNICO,1. HOMBRE,4.0,2008.0,1. SI,15.0,1. SI,3.0,,,,,313,3. Cochabamba,1. Urbana,0.769253368976299,1300.0,1485.0,3.0
313-002714-A-0281,2.0,313-002714-A,2.0,25.0,9.0,2023.0,1. UNICO,2. MUJER,5.0,2012.0,1. SI,11.0,1. SI,4.0,,,,,313,3. Cochabamba,1. Urbana,0.769253368976299,1349.0,1485.0,4.0
313-002714-A-0281,2.0,313-002714-A,3.0,25.0,9.0,2023.0,1. UNICO,1. HOMBRE,6.0,2021.0,1. SI,2.0,1. SI,5.0,,,,,313,3. Cochabamba,1. Urbana,0.769253368976299,1458.0,1485.0,5.0
314-003993-A-0191,1.0,314-003993-A,1.0,28.0,9.0,2023.0,1. UNICO,2. MUJER,6.0,2010.0,1. SI,13.0,1. SI,2.0,,,,,314,3. Cochabamba,1. Urbana,1.7201043319128175,1326.0,1485.0,2.0
313-002788-A-0091,2.0,313-002788-A,1.0,3.0,10.0,2023.0,1. UNICO,1. HOMBRE,11.0,2016.0,1. SI,6.0,1. SI,3.0,,,,,313,3. Cochabamba,1. Urbana,1.0468627114994262,1403.0,1486.0,3.0
313-002605-A-0041,2.0,313-002605-A,1.0,5.0,10.0,2023.0,1. UNICO,2. MUJER,7.0,2018.0,1. SI,5.0,1. SI,3.0,,,,,313,3. Cochabamba,1. Urbana,0.9539459027864594,1423.0,1486.0,3.0
313-002605-A-0061,2.0,313-002605-A,1.0,5.0,10.0,2023.0,1. UNICO,2. MUJER,2.0,2002.0,1. SI,21.0,1. SI,3.0,,,,,313,3. Cochabamba,1. Urbana,0.9539459027864594,1226.0,1486.0,3.0
313-002605-A-0061,2.0,313-002605-A,2.0,5.0,10.0,2023.0,1. UNICO,2. MUJER,4.0,2016.0,1. SI,7.0,1. SI,4.0,,,,,313,3. Cochabamba,1. Urbana,0.9539459027864594,1396.0,1486.0,4.0
313-002565-A-0081,2.0,313-002565-A,1.0,9.0,10.0,2023.0,1. UNICO,1. HOMBRE,7.0,2006.0,1. SI,17.0,1. SI,3.0,,,,,313,3. Cochabamba,1. Urbana,2.017671294385646,1279.0,1486.0,3.0
313-002565-A-0081,2.0,313-002565-A,2.0,9.0,10.0,2023.0,1. UNICO,1. HOMBRE,6.0,2008.0,2. NO,,,0.0,2. MESES,6.0,5. OTRO,5. OTROS,313,3. Cochabamba,1. Urbana,2.017671294385646,1302.0,1486.0,
313-002565-A-0081,2.0,313-002565-A,3.0,9.0,10.0,2023.0,1. UNICO,2. MUJER,1.0,2010.0,1. SI,13.0,1. SI,4.0,,,,,313,3. Cochabamba,1. Urbana,2.017671294385646,1321.0,1486.0,4.0
313-002565-A-0081,2.0,313-002565-A,4.0,9.0,10.0,2023.0,1. UNICO,2. MUJER,5.0,2012.0,1. SI,11.0,1. SI,5.0,,,,,313,3. Cochabamba,1. Urbana,2.017671294385646,1349.0,1486.0,5.0
313-002565-A-0081,2.0,313-002565-A,5.0,9.0,10.0,2023.0,1. UNICO,2. MUJER,4.0,2014.0,1. SI,9.0,1. SI,6.0,,,,,313,3. Cochabamba,1. Urbana,2.017671294385646,1372.0,1486.0,6.0
313-002565-A-0011,2.0,313-002565-A,1.0,9.0,10.0,2023.0,1. UNICO,2. MUJER,1.0,2013.0,1. SI,10.0,1. SI,3.0,,,,,313,3. Cochabamba,1. Urbana,2.017671294385646,1357.0,1486.0,3.0
313-002565-A-0011,2.0,313-002565-A,2.0,9.0,10.0,2023.0,1. UNICO,1. HOMBRE,2.0,2014.0,1. SI,9.0,1. SI,4.0,,,,,313,3. Cochabamba,1. Urbana,2.017671294385646,1370.0,1486.0,4.0
313-002565-A-0011,2.0,313-002565-A,3.0,9.0,10.0,2023.0,1. UNICO,1. HOMBRE,4.0,2016.0,1. SI,7.0,1. SI,5.0,,,,,313,3. Cochabamba,1. Urbana,2.017671294385646,1396.0,1486.0,5.0
313-002565-A-0011,2.0,313-002565-A,4.0,9.0,10.0,2023.0,1. UNICO,2. MUJER,7.0,2017.0,1. SI,6.0,1. SI,6.0,,,,,313,3. Cochabamba,1. Urbana,2.017671294385646,1411.0,1486.0,6.0
313-002764-A-0431,2.0,313-002764-A,1.0,12.0,10.0,2023.0,1. UNICO,1. HOMBRE,9.0,2020.0,1. SI,3.0,1. SI,3.0,,,,,313,3. Cochabamba,1. Urbana,1.4435371862271293,1449.0,1486.0,3.0
313-002436-A-0331,2.0,313-002436-A,1.0,24.0,10.0,2023.0,1. UNICO,1. HOMBRE,1.0,2015.0,1. SI,8.0,1. SI,3.0,,,,,313,3. Cochabamba,1. Urbana,1.820825314445583,1381.0,1486.0,3.0
313-002436-A-0281,1.0,313-002436-A,1.0,24.0,10.0,2023.0,1. UNICO,1. HOMBRE,1.0,1998.0,1. SI,25.0,1. SI,2.0,,,,,313,3. Cochabamba,1. Urbana,1.820825314445583,1177.0,1486.0,2.0
313-002436-A-0281,1.0,313-002436-A,2.0,24.0,10.0,2023.0,1. UNICO,1. HOMBRE,12.0,1999.0,1. SI,23.0,1. SI,3.0,,,,,313,3. Cochabamba,1. Urbana,1.820825314445583,1200.0,1486.0,3.0
313-002436-A-0281,1.0,313-002436-A,3.0,24.0,10.0,2023.0,1. UNICO,2. MUJER,10.0,2001.0,1. SI,22.0,2. NO,0.0,,,,,313,3. Cochabamba,1. Urbana,1.820825314445583,1222.0,1486.0,0.0
313-002436-A-0281,1.0,313-002436-A,4.0,24.0,10.0,2023.0,1. UNICO,2. MUJER,11.0,2016.0,1. SI,6.0,1. SI,4.0,,,,,313,3. Cochabamba,1. Urbana,1.820825314445583,1403.0,1486.0,4.0
343-014312-A-0021,2.0,343-014312-A,1.0,19.0,12.0,2023.0,1. UNICO,2. MUJER,3.0,2023.0,1. SI,0.0,1. SI,3.0,,,,,323,3. Cochabamba,2. Rural,0.5710032049320319,1479.0,1488.0,3.0
314-003868-A-0071,1.0,314-003868-A,1.0,16.0,10.0,2023.0,1. UNICO,1. HOMBRE,7.0,2015.0,1. SI,8.0,1. SI,2.0,,,,,314,3. Cochabamba,1. Urbana,2.073609482832244,1387.0,1486.0,2.0
314-003868-A-0031,2.0,314-003868-A,1.0,16.0,10.0,2023.0,1. UNICO,2. MUJER,1.0,2013.0,1. SI,10.0,1. SI,6.0,,,,,314,3. Cochabamba,1. Urbana,2.073609482832244,1357.0,1486.0,6.0
314-003868-A-0031,2.0,314-003868-A,2.0,16.0,10.0,2023.0,1. UNICO,1. HOMBRE,1.0,2018.0,1. SI,5.0,1. SI,3.0,,,,,314,3. Cochabamba,1. Urbana,2.073609482832244,1417.0,1486.0,3.0
314-003868-A-0031,2.0,314-003868-A,3.0,16.0,10.0,2023.0,1. UNICO,2. MUJER,9.0,2019.0,1. SI,4.0,1. SI,4.0,,,,,314,3. Cochabamba,1. Urbana,2.073609482832244,1437.0,1486.0,4.0
314-003868-A-0031,2.0,314-003868-A,4.0,16.0,10.0,2023.0,1. UNICO,1. HOMBRE,1.0,2023.0,1. SI,0.0,1. SI,5.0,,,,,314,3. Cochabamba,1. Urbana,2.073609482832244,1477.0,1486.0,5.0
332-008119-A-0261,2.0,332-008119-A,1.0,7.0,11.0,2023.0,1. UNICO,2. MUJER,12.0,2002.0,1. SI,20.0,1. SI,3.0,,,,,312,3. Cochabamba,1. Urbana,0.6829087167855125,1236.0,1487.0,3.0
332-008119-A-0261,2.0,332-008119-A,2.0,7.0,11.0,2023.0,1. UNICO,2. MUJER,3.0,2006.0,1. SI,17.0,1. SI,4.0,,,,,312,3. Cochabamba,1. Urbana,0.6829087167855125,1275.0,1487.0,4.0
332-008119-A-0261,2.0,332-008119-A,3.0,7.0,11.0,2023.0,1. UNICO,1. HOMBRE,1.0,2010.0,1. SI,13.0,1. SI,5.0,,,,,312,3. Cochabamba,1. Urbana,0.6829087167855125,1321.0,1487.0,5.0
332-008119-A-0281,2.0,332-008119-A,1.0,6.0,11.0,2023.0,1. UNICO,1. HOMBRE,10.0,2000.0,1. SI,23.0,1. SI,3.0,,,,,312,3. Cochabamba,1. Urbana,0.6829087167855125,1210.0,1487.0,3.0
332-008119-A-0281,2.0,332-008119-A,2.0,6.0,11.0,2023.0,1. UNICO,1. HOMBRE,8.0,2007.0,1. SI,16.0,1. SI,4.0,,,,,312,3. Cochabamba,1. Urbana,0.6829087167855125,1292.0,1487.0,4.0
332-008119-A-0281,2.0,332-008119-A,3.0,6.0,11.0,2023.0,1. UNICO,1. HOMBRE,5.0,2014.0,1. SI,9.0,1. SI,5.0,,,,,312,3. Cochabamba,1. Urbana,0.6829087167855125,1373.0,1487.0,5.0
314-003562-A-0191,2.0,314-003562-A,1.0,22.0,10.0,2023.0,1. UNICO,1. HOMBRE,11.0,2009.0,1. SI,13.0,1. SI,3.0,,,,,314,3. Cochabamba,1. Urbana,1.2169445613532859,1319.0,1486.0,3.0
314-003562-A-0171,1.0,314-003562-A,1.0,20.0,10.0,2023.0,1. UNICO,2. MUJER,8.0,2020.0,1. SI,3.0,1. SI,2.0,,,,,314,3. Cochabamba,1. Urbana,1.2169445613532859,1448.0,1486.0,2.0
314-003562-A-0141,2.0,314-003562-A,1.0,20.0,10.0,2023.0,1. UNICO,2. MUJER,3.0,2008.0,1. SI,15.0,1. SI,3.0,,,,,314,3. Cochabamba,1. Urbana,1.2169445613532859,1299.0,1486.0,3.0
314-003562-A-0141,2.0,314-003562-A,2.0,20.0,10.0,2023.0,1. UNICO,1. HOMBRE,11.0,2012.0,1. SI,10.0,1. SI,4.0,,,,,314,3. Cochabamba,1. Urbana,1.2169445613532859,1355.0,1486.0,4.0
314-003562-A-0141,2.0,314-003562-A,3.0,20.0,10.0,2023.0,1. UNICO,1. HOMBRE,9.0,2019.0,1. SI,4.0,1. SI,5.0,,,,,314,3. Cochabamba,1. Urbana,1.2169445613532859,1437.0,1486.0,5.0
351-015288-D-0041,1.0,351-015288-D,1.0,15.0,12.0,2023.0,1. UNICO,1. HOMBRE,12.0,2003.0,1. SI,20.0,1. SI,2.0,,,,,321,3. Cochabamba,2. Rural,0.6820871536958585,1248.0,1488.0,2.0
351-015288-D-0041,1.0,351-015288-D,2.0,15.0,12.0,2023.0,1. UNICO,2. MUJER,4.0,2012.0,1. SI,11.0,1. SI,3.0,,,,,321,3. Cochabamba,2. Rural,0.6820871536958585,1348.0,1488.0,3.0
351-015288-D-0041,1.0,351-015288-D,3.0,15.0,12.0,2023.0,1. UNICO,1. HOMBRE,6.0,2015.0,1. SI,8.0,1. SI,4.0,,,,,321,3. Cochabamba,2. Rural,0.6820871536958585,1386.0,1488.0,4.0
351-015288-D-0051,2.0,351-015288-D,1.0,15.0,12.0,2023.0,1. UNICO,2. MUJER,9.0,2004.0,1. SI,19.0,2. NO,0.0,,,,,321,3. Cochabamba,2. Rural,0.6820871536958585,1257.0,1488.0,0.0
351-015288-D-0051,2.0,351-015288-D,2.0,15.0,12.0,2023.0,1. UNICO,1. HOMBRE,2.0,2007.0,1. SI,16.0,1. SI,3.0,,,,,321,3. Cochabamba,2. Rural,0.6820871536958585,1286.0,1488.0,3.0
351-015288-D-0051,2.0,351-015288-D,3.0,15.0,12.0,2023.0,1. UNICO,2. MUJER,10.0,2008.0,1. SI,15.0,1. SI,4.0,,,,,321,3. Cochabamba,2. Rural,0.6820871536958585,1306.0,1488.0,4.0
351-015288-D-0051,2.0,351-015288-D,4.0,15.0,12.0,2023.0,1. UNICO,1. HOMBRE,6.0,2010.0,1. SI,13.0,1. SI,5.0,,,,,321,3. Cochabamba,2. Rural,0.6820871536958585,1326.0,1488.0,5.0
351-015288-D-0051,2.0,351-015288-D,5.0,15.0,12.0,2023.0,1. UNICO,1. HOMBRE,8.0,2012.0,1. SI,11.0,1. SI,6.0,,,,,321,3. Cochabamba,2. Rural,0.6820871536958585,1352.0,1488.0,6.0
351-015288-D-0051,2.0,351-015288-D,6.0,15.0,12.0,2023.0,1. UNICO,2. MUJER,6.0,2016.0,1. SI,7.0,1. SI,7.0,,,,,321,3. Cochabamba,2. Rural,0.6820871536958585,1398.0,1488.0,7.0
351-015652-D-0111,2.0,351-015652-D,1.0,10.0,11.0,2023.0,1. UNICO,1. HOMBRE,4.0,2016.0,1. SI,7.0,1. SI,3.0,,,,,321,3. Cochabamba,2. Rural,0.6930885594006303,1396.0,1487.0,3.0
351-015652-D-0111,2.0,351-015652-D,2.0,10.0,11.0,2023.0,1. UNICO,2. MUJER,8.0,2018.0,1. SI,5.0,1. SI,4.0,,,,,321,3. Cochabamba,2. Rural,0.6930885594006303,1424.0,1487.0,4.0
351-015652-D-0111,2.0,351-015652-D,3.0,10.0,11.0,2023.0,1. UNICO,2. MUJER,2.0,2021.0,1. SI,2.0,1. SI,5.0,,,,,321,3. Cochabamba,2. Rural,0.6930885594006303,1454.0,1487.0,5.0
351-015652-D-0111,2.0,351-015652-D,4.0,10.0,11.0,2023.0,1. UNICO,1. HOMBRE,3.0,2023.0,1. SI,0.0,1. SI,6.0,,,,,321,3. Cochabamba,2. Rural,0.6930885594006303,1479.0,1487.0,6.0
351-015652-D-0101,3.0,351-015652-D,1.0,11.0,11.0,2023.0,1. UNICO,1. HOMBRE,11.0,2021.0,1. SI,1.0,1. SI,5.0,,,,,321,3. Cochabamba,2. Rural,0.6930885594006303,1463.0,1487.0,4.0
351-015652-D-0101,3.0,351-015652-D,2.0,11.0,11.0,2023.0,1. UNICO,1. HOMBRE,3.0,2023.0,1. SI,0.0,1. SI,6.0,,,,,321,3. Cochabamba,2. Rural,0.6930885594006303,1479.0,1487.0,5.0
353-015231-D-0161,1.0,353-015231-D,1.0,6.0,12.0,2023.0,1. UNICO,2. MUJER,5.0,2000.0,2. NO,,,0.0,2. MESES,2.0,1. INFECCIÓN,,323,3. Cochabamba,2. Rural,1.1699967630470063,1205.0,1488.0,
353-015231-D-0161,1.0,353-015231-D,2.0,6.0,12.0,2023.0,1. UNICO,1. HOMBRE,5.0,2002.0,1. SI,21.0,1. SI,2.0,,,,,323,3. Cochabamba,2. Rural,1.1699967630470063,1229.0,1488.0,2.0
353-015231-D-0161,1.0,353-015231-D,3.0,6.0,12.0,2023.0,1. UNICO,2. MUJER,4.0,2004.0,1. SI,19.0,2. NO,0.0,,,,,323,3. Cochabamba,2. Rural,1.1699967630470063,1252.0,1488.0,0.0
353-015231-D-0161,1.0,353-015231-D,4.0,6.0,12.0,2023.0,1. UNICO,1. HOMBRE,8.0,2006.0,1. SI,17.0,1. SI,3.0,,,,,323,3. Cochabamba,2. Rural,1.1699967630470063,1280.0,1488.0,3.0
353-015231-D-0161,1.0,353-015231-D,5.0,6.0,12.0,2023.0,1. UNICO,2. MUJER,3.0,2009.0,1. SI,14.0,1. SI,4.0,,,,,323,3. Cochabamba,2. Rural,1.1699967630470063,1311.0,1488.0,4.0
353-015231-D-0161,1.0,353-015231-D,6.0,6.0,12.0,2023.0,1. UNICO,1. HOMBRE,1.0,2016.0,1. SI,7.0,1. SI,5.0,,,,,323,3. Cochabamba,2. Rural,1.1699967630470063,1393.0,1488.0,5.0
333-008360-A-0081,1.0,333-008360-A,1.0,24.0,11.0,2023.0,1. UNICO,2. MUJER,8.0,1993.0,1. SI,30.0,2. NO,0.0,,,,,313,3. Cochabamba,1. Urbana,0.9243202536316004,1124.0,1487.0,0.0
333-008360-A-0081,1.0,333-008360-A,2.0,24.0,11.0,2023.0,1. UNICO,1. HOMBRE,10.0,1996.0,1. SI,27.0,2. NO,0.0,,,,,313,3. Cochabamba,1. Urbana,0.9243202536316004,1162.0,1487.0,0.0
333-008360-A-0071,1.0,333-008360-A,1.0,24.0,11.0,2023.0,1. UNICO,2. MUJER,1.0,1998.0,1. SI,25.0,2. NO,0.0,,,,,313,3. Cochabamba,1. Urbana,0.9243202536316004,1177.0,1487.0,0.0
333-008360-A-0071,1.0,333-008360-A,2.0,24.0,11.0,2023.0,1. UNICO,2. MUJER,4.0,2000.0,1. SI,23.0,2. NO,0.0,,,,,313,3. Cochabamba,1. Urbana,0.9243202536316004,1204.0,1487.0,0.0
333-008360-A-0071,1.0,333-008360-A,3.0,24.0,11.0,2023.0,1. UNICO,1. HOMBRE,2.0,2002.0,1. SI,21.0,2. NO,0.0,,,,,313,3. Cochabamba,1. Urbana,0.9243202536316004,1226.0,1487.0,0.0
333-008360-A-0071,1.0,333-008360-A,4.0,24.0,11.0,2023.0,1. UNICO,1. HOMBRE,3.0,2004.0,1. SI,19.0,1. SI,2.0,,,,,313,3. Cochabamba,1. Urbana,0.9243202536316004,1251.0,1487.0,2.0
333-008360-A-0071,1.0,333-008360-A,5.0,24.0,11.0,2023.0,1. UNICO,2. MUJER,6.0,2010.0,1. SI,13.0,1. SI,3.0,,,,,313,3. Cochabamba,1. Urbana,0.9243202536316004,1326.0,1487.0,3.0
333-008360-A-0071,1.0,333-008360-A,6.0,24.0,11.0,2023.0,1. UNICO,1. HOMBRE,7.0,2016.0,1. SI,7.0,1. SI,4.0,,,,,313,3. Cochabamba,1. Urbana,0.9243202536316004,1399.0,1487.0,4.0
353-015422-D-0281,2.0,353-015422-D,1.0,20.0,11.0,2023.0,1. UNICO,1. HOMBRE,9.0,2016.0,1. SI,7.0,1. SI,3.0,,,,,323,3. Cochabamba,2. Rural,1.312602429115362,1401.0,1487.0,3.0
353-015422-D-0281,2.0,353-015422-D,2.0,20.0,11.0,2023.0,1. UNICO,2. MUJER,3.0,2018.0,1. SI,5.0,1. SI,4.0,,,,,323,3. Cochabamba,2. Rural,1.312602429115362,1419.0,1487.0,4.0
341-015447-D-0161,1.0,341-015447-D,1.0,15.0,11.0,2023.0,1. UNICO,2. MUJER,9.0,2003.0,1. SI,20.0,2. NO,0.0,,,,,321,3. Cochabamba,2. Rural,1.6912977382458532,1245.0,1487.0,0.0
341-015447-D-0161,1.0,341-015447-D,2.0,15.0,11.0,2023.0,1. UNICO,1. HOMBRE,7.0,2006.0,1. SI,17.0,2. NO,0.0,,,,,321,3. Cochabamba,2. Rural,1.6912977382458532,1279.0,1487.0,0.0
344-013263-A-0321,2.0,344-013263-A,1.0,14.0,11.0,2023.0,1. UNICO,2. MUJER,3.0,2021.0,1. SI,2.0,1. SI,3.0,,,,,324,3. Cochabamba,2. Rural,3.6171302182163743,1455.0,1487.0,3.0
344-013263-A-0321,2.0,344-013263-A,2.0,14.0,11.0,2023.0,1. UNICO,2. MUJER,8.0,2022.0,1. SI,1.0,1. SI,4.0,,,,,324,3. Cochabamba,2. Rural,3.6171302182163743,1472.0,1487.0,4.0
344-013263-A-0261,1.0,344-013263-A,1.0,13.0,11.0,2023.0,1. UNICO,2. MUJER,1.0,2010.0,1. SI,13.0,1. SI,2.0,,,,,324,3. Cochabamba,2. Rural,3.6171302182163743,1321.0,1487.0,2.0
344-013263-A-0261,1.0,344-013263-A,2.0,13.0,11.0,2023.0,1. UNICO,2. MUJER,9.0,2011.0,2. NO,,,0.0,2. MESES,1.0,1. INFECCIÓN,,324,3. Cochabamba,2. Rural,3.6171302182163743,1341.0,1487.0,
344-013263-A-0261,1.0,344-013263-A,3.0,13.0,11.0,2023.0,1. UNICO,1. HOMBRE,7.0,2013.0,1. SI,10.0,1. SI,3.0,,,,,324,3. Cochabamba,2. Rural,3.6171302182163743,1363.0,1487.0,3.0
314-005163-A-0121,1.0,314-005163-A,1.0,2.0,9.0,2023.0,1. UNICO,2. MUJER,3.0,2017.0,1. SI,6.0,1. SI,2.0,,,,,314,3. Cochabamba,1. Urbana,0.9241890300843351,1407.0,1485.0,2.0
314-005163-A-0121,1.0,314-005163-A,2.0,2.0,9.0,2023.0,1. UNICO,2. MUJER,9.0,2019.0,1. SI,3.0,1. SI,3.0,,,,,314,3. Cochabamba,1. Urbana,0.9241890300843351,1437.0,1485.0,3.0
314-005163-A-0211,2.0,314-005163-A,1.0,2.0,9.0,2023.0,1. UNICO,1. HOMBRE,8.0,2022.0,1. SI,1.0,1. SI,3.0,,,,,314,3. Cochabamba,1. Urbana,0.9241890300843351,1472.0,1485.0,3.0
314-004220-A-0331,1.0,314-004220-A,1.0,5.0,9.0,2023.0,1. UNICO,2. MUJER,2.0,2003.0,1. SI,20.0,1. SI,2.0,,,,,314,3. Cochabamba,1. Urbana,1.0648264911841252,1238.0,1485.0,2.0
314-004220-A-0381,2.0,314-004220-A,1.0,6.0,9.0,2023.0,1. UNICO,1. HOMBRE,4.0,2016.0,1. SI,7.0,1. SI,3.0,,,,,314,3. Cochabamba,1. Urbana,1.0648264911841252,1396.0,1485.0,3.0
314-004220-A-0381,2.0,314-004220-A,2.0,6.0,9.0,2023.0,1. UNICO,1. HOMBRE,4.0,2019.0,1. SI,4.0,1. SI,4.0,,,,,314,3. Cochabamba,1. Urbana,1.0648264911841252,1432.0,1485.0,4.0
314-004220-A-0381,2.0,314-004220-A,3.0,6.0,9.0,2023.0,1. UNICO,1. HOMBRE,7.0,2022.0,1. SI,1.0,1. SI,5.0,,,,,314,3. Cochabamba,1. Urbana,1.0648264911841252,1471.0,1485.0,5.0
314-004196-A-0201,2.0,314-004196-A,1.0,8.0,9.0,2023.0,1. UNICO,2. MUJER,4.0,2017.0,1. SI,6.0,1. SI,3.0,,,,,314,3. Cochabamba,1. Urbana,1.1926056701262204,1408.0,1485.0,3.0
314-004196-A-0201,2.0,314-004196-A,2.0,8.0,9.0,2023.0,1. UNICO,2. MUJER,2.0,2019.0,1. SI,4.0,1. SI,4.0,,,,,314,3. Cochabamba,1. Urbana,1.1926056701262204,1430.0,1485.0,4.0
314-004196-A-0181,2.0,314-004196-A,1.0,11.0,9.0,2023.0,1. UNICO,1. HOMBRE,10.0,2006.0,1. SI,16.0,1. SI,3.0,,,,,314,3. Cochabamba,1. Urbana,1.1926056701262204,1282.0,1485.0,3.0
314-004196-A-0181,2.0,314-004196-A,2.0,11.0,9.0,2023.0,1. UNICO,1. HOMBRE,3.0,2008.0,1. SI,15.0,1. SI,4.0,,,,,314,3. Cochabamba,1. Urbana,1.1926056701262204,1299.0,1485.0,4.0
314-004196-A-0161,2.0,314-004196-A,1.0,7.0,9.0,2023.0,1. UNICO,1. HOMBRE,12.0,2007.0,1. SI,15.0,1. SI,3.0,,,,,314,3. Cochabamba,1. Urbana,1.1926056701262204,1296.0,1485.0,3.0
314-004196-A-0161,2.0,314-004196-A,2.0,7.0,9.0,2023.0,1. UNICO,2. MUJER,4.0,2012.0,1. SI,11.0,1. SI,4.0,,,,,314,3. Cochabamba,1. Urbana,1.1926056701262204,1348.0,1485.0,4.0
314-004138-A-0481,4.0,314-004138-A,1.0,12.0,9.0,2023.0,1. UNICO,2. MUJER,4.0,2023.0,1. SI,0.0,1. SI,5.0,,,,,314,3. Cochabamba,1. Urbana,1.4434314658273697,1480.0,1485.0,5.0
314-004138-A-0521,2.0,314-004138-A,1.0,12.0,9.0,2023.0,1. UNICO,1. HOMBRE,11.0,2001.0,1. SI,21.0,1. SI,3.0,,,,,314,3. Cochabamba,1. Urbana,1.4434314658273697,1223.0,1485.0,3.0
314-004138-A-0521,2.0,314-004138-A,2.0,12.0,9.0,2023.0,1. UNICO,2. MUJER,1.0,2003.0,1. SI,20.0,1. SI,4.0,,,,,314,3. Cochabamba,1. Urbana,1.4434314658273697,1237.0,1485.0,4.0
