folio,nro,upm,ms02_0216,ms01_0101_1a,ms01_0101_1b,ms01_0101_1c,ms02_0217,ms02_0218,ms02_0219_1,ms02_0219_2,ms02_0220,ms02_0221,ms02_0222,ms02_0223,ms02_0224,ms02_0224_1,ms02_0225,ms02_0225_cod,estrato,departamento,area,ponderadorm,b3,v008,ms02_0223_o
952-001029-D-0081,2.0,952-001029-D,1.0,5.0,11.0,2023.0,1. UNICO,1. HOMBRE,6.0,2004.0,1. SI,19.0,2. NO,0.0,,,,,922,9. Pando,2. Rural,0.20723969719315694,1254.0,1487.0,0.0
952-001029-D-0081,2.0,952-001029-D,2.0,5.0,11.0,2023.0,1. UNICO,2. MUJER,10.0,2007.0,1. SI,16.0,2. NO,0.0,,,,,922,9. Pando,2. Rural,0.20723969719315694,1294.0,1487.0,0.0
952-001029-D-0081,2.0,952-001029-D,3.0,5.0,11.0,2023.0,1. UNICO,2. MUJER,1.0,2009.0,2. NO,,,0.0,1. DIAS,1.0,5. OTRO,7. MUERTE DE CUNA / ARREBATO,922,9. Pando,2. Rural,0.20723969719315694,1309.0,1487.0,
952-001029-D-0081,2.0,952-001029-D,4.0,5.0,11.0,2023.0,1. UNICO,1. HOMBRE,4.0,2011.0,2. NO,,,0.0,2. MESES,11.0,5. OTRO,19. DESCONOCE LA CAUSA DE MUERTE,922,9. Pando,2. Rural,0.20723969719315694,1336.0,1487.0,
952-001029-D-0081,2.0,952-001029-D,5.0,5.0,11.0,2023.0,1. UNICO,2. MUJER,12.0,2015.0,1. SI,7.0,1. SI,3.0,,,,,922,9. Pando,2. Rural,0.20723969719315694,1392.0,1487.0,3.0
952-001029-D-0081,2.0,952-001029-D,6.0,5.0,11.0,2023.0,1. UNICO,2. MUJER,2.0,2018.0,1. SI,5.0,1. SI,4.0,,,,,922,9. Pando,2. Rural,0.20723969719315694,1418.0,1487.0,4.0
952-001029-D-0221,2.0,952-001029-D,1.0,5.0,11.0,2023.0,1. UNICO,1. HOMBRE,5.0,2011.0,1. SI,12.0,1. SI,3.0,,,,,922,9. Pando,2. Rural,0.20723969719315694,1337.0,1487.0,3.0
952-001029-D-0221,2.0,952-001029-D,2.0,5.0,11.0,2023.0,1. UNICO,2. MUJER,7.0,2013.0,1. SI,10.0,1. SI,4.0,,,,,922,9. Pando,2. Rural,0.20723969719315694,1363.0,1487.0,4.0
952-001029-D-0221,2.0,952-001029-D,3.0,5.0,11.0,2023.0,1. UNICO,2. MUJER,2.0,2015.0,2. NO,,,0.0,3. AÑOS,7.0,5. OTRO,19. DESCONOCE LA CAUSA DE MUERTE,922,9. Pando,2. Rural,0.20723969719315694,1382.0,1487.0,
952-001029-D-0221,2.0,952-001029-D,4.0,5.0,11.0,2023.0,1. UNICO,2. MUJER,12.0,2016.0,1. SI,6.0,1. SI,5.0,,,,,922,9. Pando,2. Rural,0.20723969719315694,1404.0,1487.0,5.0
952-001029-D-0221,2.0,952-001029-D,5.0,5.0,11.0,2023.0,1. UNICO,1. HOMBRE,11.0,2018.0,1. SI,4.0,1. SI,6.0,,,,,922,9. Pando,2. Rural,0.20723969719315694,1427.0,1487.0,6.0
952-001029-D-0041,2.0,952-001029-D,1.0,5.0,11.0,2023.0,1. UNICO,2. MUJER,12.0,2020.0,1. SI,2.0,1. SI,4.0,,,,,922,9. Pando,2. Rural,0.20723969719315694,1452.0,1487.0,4.0
952-001029-D-0041,2.0,952-001029-D,2.0,5.0,11.0,2023.0,1. UNICO,1. HOMBRE,3.0,2023.0,1. SI,0.0,1. SI,3.0,,,,,922,9. Pando,2. Rural,0.20723969719315694,1479.0,1487.0,3.0
913-000343-A-0121,1.0,913-000343-A,1.0,9.0,10.0,2023.0,1. UNICO,2. MUJER,3.0,2011.0,1. SI,12.0,1. SI,2.0,,,,,913,9. Pando,1. Urbana,0.07865616502533665,1335.0,1486.0,2.0
913-000343-A-0121,1.0,913-000343-A,2.0,9.0,10.0,2023.0,2. MULTIPLE,1. HOMBRE,2.0,2017.0,1. SI,6.0,1. SI,3.0,,,,,913,9. Pando,1. Urbana,0.07865616502533665,1406.0,1486.0,3.0
913-000343-A-0121,1.0,913-000343-A,3.0,9.0,10.0,2023.0,2. MULTIPLE,1. HOMBRE,2.0,2017.0,1. SI,6.0,1. SI,4.0,,,,,913,9. Pando,1. Urbana,0.07865616502533665,1406.0,1486.0,4.0
913-000343-A-0231,2.0,913-000343-A,1.0,9.0,10.0,2023.0,1. UNICO,1. HOMBRE,12.0,2006.0,1. SI,16.0,1. SI,3.0,,,,,913,9. Pando,1. Urbana,0.07865616502533665,1284.0,1486.0,3.0
913-000343-A-0231,2.0,913-000343-A,2.0,9.0,10.0,2023.0,1. UNICO,1. HOMBRE,5.0,2010.0,1. SI,13.0,1. SI,4.0,,,,,913,9. Pando,1. Urbana,0.07865616502533665,1325.0,1486.0,4.0
913-000343-A-0231,2.0,913-000343-A,3.0,9.0,10.0,2023.0,1. UNICO,2. MUJER,7.0,2014.0,1. SI,9.0,1. SI,5.0,,,,,913,9. Pando,1. Urbana,0.07865616502533665,1375.0,1486.0,5.0
912-000181-A-0041,2.0,912-000181-A,1.0,2.0,9.0,2023.0,1. UNICO,1. HOMBRE,8.0,2014.0,1. SI,9.0,1. SI,3.0,,,,,912,9. Pando,1. Urbana,0.09879561153111514,1376.0,1485.0,3.0
912-000181-A-0041,2.0,912-000181-A,2.0,2.0,9.0,2023.0,1. UNICO,1. HOMBRE,7.0,2016.0,1. SI,7.0,1. SI,4.0,,,,,912,9. Pando,1. Urbana,0.09879561153111514,1399.0,1485.0,4.0
912-000181-A-0041,2.0,912-000181-A,3.0,2.0,9.0,2023.0,1. UNICO,1. HOMBRE,8.0,2018.0,1. SI,5.0,1. SI,5.0,,,,,912,9. Pando,1. Urbana,0.09879561153111514,1424.0,1485.0,5.0
912-000181-A-0041,2.0,912-000181-A,4.0,2.0,9.0,2023.0,1. UNICO,1. HOMBRE,9.0,2020.0,1. SI,2.0,1. SI,6.0,,,,,912,9. Pando,1. Urbana,0.09879561153111514,1449.0,1485.0,6.0
912-000181-A-0011,2.0,912-000181-A,1.0,2.0,9.0,2023.0,1. UNICO,2. MUJER,6.0,2023.0,1. SI,0.0,1. SI,3.0,,,,,912,9. Pando,1. Urbana,0.09879561153111514,1482.0,1485.0,3.0
912-000202-A-0081,3.0,912-000202-A,1.0,5.0,9.0,2023.0,1. UNICO,1. HOMBRE,1.0,2017.0,1. SI,6.0,1. SI,4.0,,,,,912,9. Pando,1. Urbana,0.13670877337919013,1405.0,1485.0,5.0
912-000202-A-0011,1.0,912-000202-A,1.0,4.0,9.0,2023.0,1. UNICO,1. HOMBRE,11.0,1994.0,1. SI,28.0,2. NO,0.0,,,,,912,9. Pando,1. Urbana,0.13670877337919013,1139.0,1485.0,0.0
912-000202-A-0011,1.0,912-000202-A,2.0,4.0,9.0,2023.0,1. UNICO,2. MUJER,12.0,2000.0,1. SI,22.0,2. NO,0.0,,,,,912,9. Pando,1. Urbana,0.13670877337919013,1212.0,1485.0,0.0
912-000202-A-0011,1.0,912-000202-A,3.0,4.0,9.0,2023.0,1. UNICO,2. MUJER,9.0,2005.0,1. SI,17.0,1. SI,2.0,,,,,912,9. Pando,1. Urbana,0.13670877337919013,1269.0,1485.0,2.0
912-000202-A-0151,2.0,912-000202-A,1.0,5.0,9.0,2023.0,1. UNICO,1. HOMBRE,8.0,2012.0,1. SI,11.0,1. SI,3.0,,,,,912,9. Pando,1. Urbana,0.13670877337919013,1352.0,1485.0,3.0
912-000202-A-0151,2.0,912-000202-A,2.0,5.0,9.0,2023.0,1. UNICO,1. HOMBRE,3.0,2017.0,1. SI,6.0,1. SI,4.0,,,,,912,9. Pando,1. Urbana,0.13670877337919013,1407.0,1485.0,4.0
912-000202-A-0061,2.0,912-000202-A,1.0,5.0,9.0,2023.0,1. UNICO,1. HOMBRE,3.0,2012.0,1. SI,11.0,1. SI,3.0,,,,,912,9. Pando,1. Urbana,0.13670877337919013,1347.0,1485.0,3.0
912-000202-A-0061,2.0,912-000202-A,2.0,5.0,9.0,2023.0,1. UNICO,1. HOMBRE,5.0,2016.0,1. SI,7.0,1. SI,4.0,,,,,912,9. Pando,1. Urbana,0.13670877337919013,1397.0,1485.0,4.0
912-000202-A-0061,2.0,912-000202-A,3.0,5.0,9.0,2023.0,1. UNICO,2. MUJER,6.0,2019.0,1. SI,4.0,1. SI,6.0,,,,,912,9. Pando,1. Urbana,0.13670877337919013,1434.0,1485.0,5.0
912-000202-A-0061,2.0,912-000202-A,4.0,5.0,9.0,2023.0,1. UNICO,1. HOMBRE,9.0,2021.0,1. SI,1.0,1. SI,5.0,,,,,912,9. Pando,1. Urbana,0.13670877337919013,1461.0,1485.0,6.0
912-000219-A-0711,2.0,912-000219-A,1.0,12.0,9.0,2023.0,1. UNICO,2. MUJER,5.0,1997.0,1. SI,26.0,1. SI,3.0,,,,,912,9. Pando,1. Urbana,0.1572664836617751,1169.0,1485.0,3.0
912-000219-A-0711,2.0,912-000219-A,2.0,12.0,9.0,2023.0,1. UNICO,2. MUJER,4.0,2000.0,1. SI,23.0,2. NO,0.0,,,,,912,9. Pando,1. Urbana,0.1572664836617751,1204.0,1485.0,0.0
912-000219-A-0711,2.0,912-000219-A,3.0,12.0,9.0,2023.0,1. UNICO,1. HOMBRE,9.0,2002.0,1. SI,20.0,1. SI,4.0,,,,,912,9. Pando,1. Urbana,0.1572664836617751,1233.0,1485.0,4.0
912-000219-A-0831,2.0,912-000219-A,1.0,13.0,9.0,2023.0,1. UNICO,1. HOMBRE,11.0,2010.0,1. SI,12.0,1. SI,3.0,,,,,912,9. Pando,1. Urbana,0.1572664836617751,1331.0,1485.0,3.0
912-000219-A-0271,2.0,912-000219-A,1.0,12.0,9.0,2023.0,1. UNICO,2. MUJER,10.0,2007.0,1. SI,15.0,1. SI,3.0,,,,,912,9. Pando,1. Urbana,0.1572664836617751,1294.0,1485.0,3.0
912-000219-A-0271,2.0,912-000219-A,2.0,12.0,9.0,2023.0,1. UNICO,2. MUJER,12.0,2011.0,1. SI,11.0,1. SI,4.0,,,,,912,9. Pando,1. Urbana,0.1572664836617751,1344.0,1485.0,4.0
912-000219-A-0271,2.0,912-000219-A,3.0,12.0,9.0,2023.0,1. UNICO,1. HOMBRE,12.0,2013.0,1. SI,9.0,1. SI,5.0,,,,,912,9. Pando,1. Urbana,0.1572664836617751,1368.0,1485.0,5.0
912-000219-A-0271,2.0,912-000219-A,4.0,12.0,9.0,2023.0,1. UNICO,2. MUJER,3.0,2017.0,1. SI,6.0,1. SI,6.0,,,,,912,9. Pando,1. Urbana,0.1572664836617751,1407.0,1485.0,6.0
912-000228-A-0031,1.0,912-000228-A,1.0,14.0,9.0,2023.0,1. UNICO,2. MUJER,10.0,2017.0,1. SI,5.0,1. SI,2.0,,,,,912,9. Pando,1. Urbana,0.14163180399949338,1414.0,1485.0,2.0
912-000228-A-0011,1.0,912-000228-A,1.0,15.0,9.0,2023.0,1. UNICO,1. HOMBRE,4.0,2011.0,1. SI,12.0,1. SI,2.0,,,,,912,9. Pando,1. Urbana,0.14163180399949338,1336.0,1485.0,2.0
912-000228-A-0171,2.0,912-000228-A,1.0,14.0,9.0,2023.0,1. UNICO,2. MUJER,12.0,2015.0,1. SI,7.0,1. SI,3.0,,,,,912,9. Pando,1. Urbana,0.14163180399949338,1392.0,1485.0,3.0
912-000228-A-0171,2.0,912-000228-A,2.0,14.0,9.0,2023.0,1. UNICO,2. MUJER,10.0,2017.0,1. SI,5.0,1. SI,4.0,,,,,912,9. Pando,1. Urbana,0.14163180399949338,1414.0,1485.0,4.0
912-000228-A-0171,2.0,912-000228-A,3.0,14.0,9.0,2023.0,1. UNICO,2. MUJER,4.0,2022.0,1. SI,1.0,1. SI,5.0,,,,,912,9. Pando,1. Urbana,0.14163180399949338,1468.0,1485.0,5.0
912-000228-A-0021,1.0,912-000228-A,1.0,14.0,9.0,2023.0,1. UNICO,2. MUJER,3.0,2008.0,1. SI,15.0,2. NO,0.0,,,,,912,9. Pando,1. Urbana,0.14163180399949338,1299.0,1485.0,0.0
912-000228-A-0021,1.0,912-000228-A,2.0,14.0,9.0,2023.0,1. UNICO,2. MUJER,12.0,2015.0,1. SI,7.0,1. SI,2.0,,,,,912,9. Pando,1. Urbana,0.14163180399949338,1392.0,1485.0,2.0
912-000228-A-0021,1.0,912-000228-A,3.0,14.0,9.0,2023.0,1. UNICO,1. HOMBRE,11.0,2017.0,1. SI,5.0,1. SI,3.0,,,,,912,9. Pando,1. Urbana,0.14163180399949338,1415.0,1485.0,3.0
912-000246-A-0191,2.0,912-000246-A,1.0,18.0,9.0,2023.0,1. UNICO,2. MUJER,3.0,2002.0,1. SI,21.0,1. SI,5.0,,,,,912,9. Pando,1. Urbana,0.18347756427207101,1227.0,1485.0,5.0
912-000246-A-0191,2.0,912-000246-A,2.0,18.0,9.0,2023.0,1. UNICO,2. MUJER,5.0,2008.0,1. SI,15.0,1. SI,3.0,,,,,912,9. Pando,1. Urbana,0.18347756427207101,1301.0,1485.0,3.0
912-000246-A-0191,2.0,912-000246-A,3.0,18.0,9.0,2023.0,1. UNICO,1. HOMBRE,6.0,2010.0,1. SI,13.0,1. SI,4.0,,,,,912,9. Pando,1. Urbana,0.18347756427207101,1326.0,1485.0,4.0
912-000246-A-0201,2.0,912-000246-A,1.0,18.0,9.0,2023.0,1. UNICO,2. MUJER,1.0,2013.0,1. SI,10.0,2. NO,0.0,,,,,912,9. Pando,1. Urbana,0.18347756427207101,1357.0,1485.0,0.0
912-000246-A-0201,2.0,912-000246-A,2.0,18.0,9.0,2023.0,1. UNICO,1. HOMBRE,6.0,2019.0,1. SI,4.0,1. SI,3.0,,,,,912,9. Pando,1. Urbana,0.18347756427207101,1434.0,1485.0,3.0
912-000246-A-0201,2.0,912-000246-A,3.0,18.0,9.0,2023.0,1. UNICO,2. MUJER,11.0,2021.0,1. SI,1.0,1. SI,4.0,,,,,912,9. Pando,1. Urbana,0.18347756427207101,1463.0,1485.0,4.0
912-000246-A-0111,2.0,912-000246-A,1.0,18.0,9.0,2023.0,1. UNICO,2. MUJER,2.0,2017.0,1. SI,6.0,1. SI,3.0,,,,,912,9. Pando,1. Urbana,0.18347756427207101,1406.0,1485.0,3.0
912-000246-A-0111,2.0,912-000246-A,2.0,18.0,9.0,2023.0,1. UNICO,2. MUJER,9.0,2018.0,1. SI,5.0,2. NO,0.0,,,,,912,9. Pando,1. Urbana,0.18347756427207101,1425.0,1485.0,0.0
912-000252-A-0131,2.0,912-000252-A,1.0,21.0,9.0,2023.0,1. UNICO,1. HOMBRE,11.0,1994.0,1. SI,28.0,2. NO,0.0,,,,,912,9. Pando,1. Urbana,0.1528979702267258,1139.0,1485.0,0.0
912-000252-A-0131,2.0,912-000252-A,2.0,21.0,9.0,2023.0,1. UNICO,1. HOMBRE,6.0,2015.0,1. SI,8.0,1. SI,3.0,,,,,912,9. Pando,1. Urbana,0.1528979702267258,1386.0,1485.0,3.0
912-000252-A-0011,2.0,912-000252-A,1.0,21.0,9.0,2023.0,1. UNICO,2. MUJER,6.0,2014.0,1. SI,9.0,1. SI,3.0,,,,,912,9. Pando,1. Urbana,0.1528979702267258,1374.0,1485.0,3.0
912-000252-A-0211,2.0,912-000252-A,1.0,21.0,9.0,2023.0,1. UNICO,1. HOMBRE,5.0,2006.0,1. SI,17.0,1. SI,3.0,,,,,912,9. Pando,1. Urbana,0.1528979702267258,1277.0,1485.0,3.0
912-000252-A-0211,2.0,912-000252-A,2.0,21.0,9.0,2023.0,1. UNICO,2. MUJER,1.0,2010.0,1. SI,13.0,1. SI,4.0,,,,,912,9. Pando,1. Urbana,0.1528979702267258,1321.0,1485.0,4.0
913-000363-A-0261,2.0,913-000363-A,1.0,26.0,9.0,2023.0,1. UNICO,1. HOMBRE,3.0,2015.0,1. SI,8.0,1. SI,4.0,,,,,913,9. Pando,1. Urbana,0.12446689850163163,1383.0,1485.0,4.0
913-000363-A-0261,2.0,913-000363-A,2.0,26.0,9.0,2023.0,1. UNICO,1. HOMBRE,3.0,2023.0,1. SI,0.0,1. SI,3.0,,,,,913,9. Pando,1. Urbana,0.12446689850163163,1479.0,1485.0,3.0
913-000306-A-0191,1.0,913-000306-A,1.0,28.0,9.0,2023.0,1. UNICO,1. HOMBRE,4.0,1993.0,1. SI,30.0,2. NO,0.0,,,,,913,9. Pando,1. Urbana,0.08782946466849006,1120.0,1485.0,0.0
913-000306-A-0191,1.0,913-000306-A,2.0,28.0,9.0,2023.0,1. UNICO,2. MUJER,1.0,2000.0,1. SI,23.0,1. SI,2.0,,,,,913,9. Pando,1. Urbana,0.08782946466849006,1201.0,1485.0,2.0
913-000306-A-0191,1.0,913-000306-A,3.0,28.0,9.0,2023.0,1. UNICO,2. MUJER,9.0,2007.0,1. SI,16.0,1. SI,3.0,,,,,913,9. Pando,1. Urbana,0.08782946466849006,1293.0,1485.0,3.0
913-000306-A-0141,3.0,913-000306-A,1.0,28.0,9.0,2023.0,1. UNICO,2. MUJER,1.0,2023.0,1. SI,0.0,1. SI,5.0,,,,,913,9. Pando,1. Urbana,0.08782946466849006,1477.0,1485.0,5.0
913-000307-A-0021,2.0,913-000307-A,1.0,3.0,10.0,2023.0,1. UNICO,1. HOMBRE,5.0,2018.0,1. SI,5.0,1. SI,3.0,,,,,913,9. Pando,1. Urbana,0.10210175267711971,1421.0,1486.0,3.0
913-000307-A-0021,2.0,913-000307-A,2.0,3.0,10.0,2023.0,1. UNICO,1. HOMBRE,3.0,2020.0,1. SI,3.0,1. SI,4.0,,,,,913,9. Pando,1. Urbana,0.10210175267711971,1443.0,1486.0,4.0
913-000321-A-0021,1.0,913-000321-A,1.0,5.0,10.0,2023.0,1. UNICO,1. HOMBRE,3.0,2016.0,1. SI,7.0,1. SI,2.0,,,,,913,9. Pando,1. Urbana,0.3573561343699189,1395.0,1486.0,2.0
913-000321-A-0061,2.0,913-000321-A,1.0,6.0,10.0,2023.0,1. UNICO,1. HOMBRE,4.0,2023.0,1. SI,0.0,1. SI,3.0,,,,,913,9. Pando,1. Urbana,0.3573561343699189,1480.0,1486.0,3.0
913-000321-A-0121,2.0,913-000321-A,1.0,5.0,10.0,2023.0,1. UNICO,1. HOMBRE,1.0,2018.0,1. SI,5.0,1. SI,3.0,,,,,913,9. Pando,1. Urbana,0.3573561343699189,1417.0,1486.0,3.0
913-000321-A-0121,2.0,913-000321-A,2.0,5.0,10.0,2023.0,1. UNICO,2. MUJER,5.0,2022.0,1. SI,1.0,1. SI,4.0,,,,,913,9. Pando,1. Urbana,0.3573561343699189,1469.0,1486.0,4.0
913-000332-A-0011,2.0,913-000332-A,1.0,12.0,10.0,2023.0,1. UNICO,1. HOMBRE,12.0,1996.0,1. SI,26.0,1. SI,3.0,,,,,913,9. Pando,1. Urbana,0.11486447176175968,1164.0,1486.0,3.0
913-000332-A-0011,2.0,913-000332-A,2.0,12.0,10.0,2023.0,1. UNICO,1. HOMBRE,5.0,1999.0,1. SI,24.0,1. SI,4.0,,,,,913,9. Pando,1. Urbana,0.11486447176175968,1193.0,1486.0,4.0
913-000332-A-0011,2.0,913-000332-A,3.0,12.0,10.0,2023.0,1. UNICO,1. HOMBRE,6.0,2001.0,1. SI,22.0,2. NO,0.0,,,,,913,9. Pando,1. Urbana,0.11486447176175968,1218.0,1486.0,0.0
913-000332-A-0011,2.0,913-000332-A,4.0,12.0,10.0,2023.0,1. UNICO,1. HOMBRE,11.0,2013.0,1. SI,9.0,1. SI,5.0,,,,,913,9. Pando,1. Urbana,0.11486447176175968,1367.0,1486.0,5.0
913-000374-A-0671,5.0,913-000374-A,1.0,17.0,10.0,2023.0,1. UNICO,2. MUJER,1.0,2023.0,1. SI,0.0,1. SI,6.0,,,,,913,9. Pando,1. Urbana,0.5193323716416459,1477.0,1486.0,6.0
913-000374-A-0861,2.0,913-000374-A,1.0,17.0,10.0,2023.0,1. UNICO,2. MUJER,12.0,2014.0,1. SI,8.0,1. SI,3.0,,,,,913,9. Pando,1. Urbana,0.5193323716416459,1380.0,1486.0,3.0
913-000374-A-0861,2.0,913-000374-A,2.0,17.0,10.0,2023.0,1. UNICO,2. MUJER,1.0,2020.0,1. SI,3.0,1. SI,4.0,,,,,913,9. Pando,1. Urbana,0.5193323716416459,1441.0,1486.0,4.0
913-000374-A-0991,2.0,913-000374-A,1.0,17.0,10.0,2023.0,1. UNICO,1. HOMBRE,1.0,2019.0,1. SI,4.0,1. SI,3.0,,,,,913,9. Pando,1. Urbana,0.5193323716416459,1429.0,1486.0,3.0
913-000374-A-0991,2.0,913-000374-A,2.0,17.0,10.0,2023.0,1. UNICO,2. MUJER,8.0,2020.0,1. SI,3.0,1. SI,4.0,,,,,913,9. Pando,1. Urbana,0.5193323716416459,1448.0,1486.0,4.0
913-000374-A-0671,2.0,913-000374-A,1.0,17.0,10.0,2023.0,1. UNICO,2. MUJER,11.0,2003.0,1. SI,19.0,1. SI,5.0,,,,,913,9. Pando,1. Urbana,0.5193323716416459,1247.0,1486.0,5.0
913-000374-A-0671,2.0,913-000374-A,2.0,17.0,10.0,2023.0,1. UNICO,2. MUJER,3.0,2010.0,1. SI,13.0,1. SI,3.0,,,,,913,9. Pando,1. Urbana,0.5193323716416459,1323.0,1486.0,3.0
913-000374-A-0671,2.0,913-000374-A,3.0,17.0,10.0,2023.0,1. UNICO,2. MUJER,10.0,2013.0,1. SI,10.0,1. SI,4.0,,,,,913,9. Pando,1. Urbana,0.5193323716416459,1366.0,1486.0,4.0
941-001022-D-0171,2.0,941-001022-D,1.0,28.0,10.0,2023.0,1. UNICO,2. MUJER,1.0,2007.0,1. SI,16.0,1. SI,7.0,,,,,921,9. Pando,2. Rural,0.04961502086734463,1285.0,1486.0,7.0
941-001022-D-0171,2.0,941-001022-D,2.0,28.0,10.0,2023.0,1. UNICO,2. MUJER,1.0,2010.0,1. SI,13.0,1. SI,3.0,,,,,921,9. Pando,2. Rural,0.04961502086734463,1321.0,1486.0,3.0
941-001022-D-0171,2.0,941-001022-D,3.0,28.0,10.0,2023.0,1. UNICO,2. MUJER,9.0,2012.0,1. SI,11.0,1. SI,4.0,,,,,921,9. Pando,2. Rural,0.04961502086734463,1353.0,1486.0,4.0
941-001022-D-0171,2.0,941-001022-D,4.0,28.0,10.0,2023.0,1. UNICO,1. HOMBRE,10.0,2016.0,1. SI,7.0,1. SI,5.0,,,,,921,9. Pando,2. Rural,0.04961502086734463,1402.0,1486.0,5.0
941-001022-D-0171,2.0,941-001022-D,5.0,28.0,10.0,2023.0,1. UNICO,1. HOMBRE,11.0,2017.0,1. SI,5.0,1. SI,6.0,,,,,921,9. Pando,2. Rural,0.04961502086734463,1415.0,1486.0,6.0
941-001022-D-0161,2.0,941-001022-D,1.0,28.0,10.0,2023.0,1. UNICO,2. MUJER,1.0,2005.0,1. SI,18.0,1. SI,3.0,,,,,921,9. Pando,2. Rural,0.04961502086734463,1261.0,1486.0,3.0
941-001022-D-0161,2.0,941-001022-D,2.0,28.0,10.0,2023.0,1. UNICO,1. HOMBRE,5.0,2007.0,1. SI,16.0,1. SI,4.0,,,,,921,9. Pando,2. Rural,0.04961502086734463,1289.0,1486.0,4.0
941-001022-D-0161,2.0,941-001022-D,3.0,28.0,10.0,2023.0,1. UNICO,1. HOMBRE,11.0,2009.0,1. SI,13.0,1. SI,5.0,,,,,921,9. Pando,2. Rural,0.04961502086734463,1319.0,1486.0,5.0
941-001022-D-0161,2.0,941-001022-D,4.0,28.0,10.0,2023.0,1. UNICO,2. MUJER,1.0,2012.0,1. SI,11.0,1. SI,6.0,,,,,921,9. Pando,2. Rural,0.04961502086734463,1345.0,1486.0,6.0
941-001022-D-0161,2.0,941-001022-D,5.0,28.0,10.0,2023.0,1. UNICO,1. HOMBRE,7.0,2014.0,1. SI,9.0,1. SI,7.0,,,,,921,9. Pando,2. Rural,0.04961502086734463,1375.0,1486.0,7.0
941-001022-D-0161,2.0,941-001022-D,6.0,28.0,10.0,2023.0,1. UNICO,1. HOMBRE,10.0,2015.0,1. SI,7.0,1. SI,8.0,,,,,921,9. Pando,2. Rural,0.04961502086734463,1390.0,1486.0,8.0
941-000891-D-0491,1.0,941-000891-D,1.0,26.0,10.0,2023.0,1. UNICO,1. HOMBRE,9.0,2021.0,1. SI,2.0,1. SI,2.0,,,,,921,9. Pando,2. Rural,0.08829636121021889,1461.0,1486.0,2.0
941-000891-D-0411,2.0,941-000891-D,1.0,25.0,10.0,2023.0,1. UNICO,2. MUJER,6.0,2005.0,1. SI,18.0,2. NO,0.0,,,,,921,9. Pando,2. Rural,0.08829636121021889,1266.0,1486.0,0.0
941-000891-D-0411,2.0,941-000891-D,2.0,25.0,10.0,2023.0,1. UNICO,2. MUJER,4.0,2008.0,1. SI,15.0,2. NO,0.0,,,,,921,9. Pando,2. Rural,0.08829636121021889,1300.0,1486.0,0.0
941-000891-D-0411,2.0,941-000891-D,3.0,25.0,10.0,2023.0,1. UNICO,2. MUJER,10.0,2013.0,1. SI,10.0,2. NO,0.0,,,,,921,9. Pando,2. Rural,0.08829636121021889,1366.0,1486.0,0.0
941-000891-D-0411,2.0,941-000891-D,4.0,25.0,10.0,2023.0,1. UNICO,1. HOMBRE,6.0,2015.0,1. SI,8.0,2. NO,0.0,,,,,921,9. Pando,2. Rural,0.08829636121021889,1386.0,1486.0,0.0
941-000891-D-0411,3.0,941-000891-D,1.0,25.0,10.0,2023.0,1. UNICO,1. HOMBRE,2.0,2012.0,2. NO,,,0.0,3. AÑOS,2.0,5. OTRO,8. DIARREA/ DESNUTRICIÓN,921,9. Pando,2. Rural,0.08829636121021889,1346.0,1486.0,
941-000891-D-0611,2.0,941-000891-D,1.0,25.0,10.0,2023.0,1. UNICO,2. MUJER,12.0,2015.0,1. SI,7.0,1. SI,3.0,,,,,921,9. Pando,2. Rural,0.08829636121021889,1392.0,1486.0,3.0
941-000891-D-0611,2.0,941-000891-D,2.0,25.0,10.0,2023.0,1. UNICO,1. HOMBRE,7.0,2018.0,1. SI,5.0,2. NO,0.0,,,,,921,9. Pando,2. Rural,0.08829636121021889,1423.0,1486.0,0.0
941-000891-D-0611,2.0,941-000891-D,3.0,25.0,10.0,2023.0,1. UNICO,1. HOMBRE,4.0,2020.0,1. SI,3.0,1. SI,4.0,,,,,921,9. Pando,2. Rural,0.08829636121021889,1444.0,1486.0,4.0
953-000989-D-0062,1.0,953-000989-D,1.0,10.0,11.0,2023.0,1. UNICO,2. MUJER,7.0,2021.0,1. SI,2.0,1. SI,2.0,,,,,923,9. Pando,2. Rural,0.08749047639097975,1459.0,1487.0,2.0
953-000989-D-0062,1.0,953-000989-D,2.0,10.0,11.0,2023.0,1. UNICO,2. MUJER,3.0,2023.0,1. SI,0.0,1. SI,3.0,,,,,923,9. Pando,2. Rural,0.08749047639097975,1479.0,1487.0,3.0
953-000989-D-0063,1.0,953-000989-D,1.0,10.0,11.0,2023.0,1. UNICO,1. HOMBRE,3.0,2020.0,1. SI,3.0,1. SI,2.0,,,,,923,9. Pando,2. Rural,0.08749047639097975,1443.0,1487.0,2.0
951-000919-D-0021,2.0,951-000919-D,1.0,30.0,11.0,2023.0,1. UNICO,2. MUJER,8.0,2010.0,1. SI,13.0,1. SI,3.0,,,,,921,9. Pando,2. Rural,0.13671694639001633,1328.0,1487.0,3.0
951-000919-D-0021,2.0,951-000919-D,2.0,30.0,11.0,2023.0,1. UNICO,1. HOMBRE,6.0,2014.0,1. SI,9.0,1. SI,4.0,,,,,921,9. Pando,2. Rural,0.13671694639001633,1374.0,1487.0,4.0
